지점,지점명,일시,기온(°C),습도(%)
101,춘천,2020-07-01 17:00,25.4,62
101,춘천,2020-07-01 18:00,25.7,64
101,춘천,2020-07-01 19:00,25.2,64
101,춘천,2020-07-01 20:00,23.8,70
101,춘천,2020-07-01 21:00,22.2,84
101,춘천,2020-07-01 22:00,20.5,91
101,춘천,2020-07-01 23:00,19.8,93
102,백령도,2020-06-30 01:00,18.7,94
102,백령도,2020-06-30 02:00,18.1,99
102,백령도,2020-06-30 03:00,17.5,98
102,백령도,2020-06-30 04:00,18.7,94
102,백령도,2020-06-30 05:00,18.4,94
102,백령도,2020-06-30 06:00,18,96
102,백령도,2020-06-30 07:00,18.6,93
102,백령도,2020-06-30 08:00,19,89
102,백령도,2020-06-30 09:00,18.5,93
102,백령도,2020-06-30 10:00,19,89
102,백령도,2020-06-30 11:00,19.8,85
102,백령도,2020-06-30 12:00,19.2,88
102,백령도,2020-06-30 13:00,18.8,87
102,백령도,2020-06-30 14:00,19.2,89
102,백령도,2020-06-30 15:00,18.9,87
102,백령도,2020-06-30 16:00,18.7,89
102,백령도,2020-06-30 17:00,18.4,94
102,백령도,2020-06-30 18:00,18.5,93
102,백령도,2020-06-30 19:00,19.1,90
102,백령도,2020-06-30 20:00,18.5,92
102,백령도,2020-06-30 21:00,18.1,91
102,백령도,2020-06-30 22:00,18,94
102,백령도,2020-06-30 23:00,17.8,95
102,백령도,2020-07-01 00:00,17.3,99
102,백령도,2020-07-01 01:00,17.2,99
102,백령도,2020-07-01 02:00,17.7,98
102,백령도,2020-07-01 03:00,17.9,98
102,백령도,2020-07-01 04:00,18.4,95
102,백령도,2020-07-01 05:00,19.3,92
102,백령도,2020-07-01 06:00,19.8,97
102,백령도,2020-07-01 07:00,20,97
102,백령도,2020-07-01 08:00,20.6,96
102,백령도,2020-07-01 09:00,20.2,95
102,백령도,2020-07-01 10:00,20.6,93
102,백령도,2020-07-01 11:00,21.4,92
102,백령도,2020-07-01 12:00,21.8,89
102,백령도,2020-07-01 13:00,21.4,91
102,백령도,2020-07-01 14:00,22.2,90
102,백령도,2020-07-01 15:00,22.6,87
102,백령도,2020-07-01 16:00,22.9,87
102,백령도,2020-07-01 17:00,23.4,84
102,백령도,2020-07-01 18:00,21.8,88
102,백령도,2020-07-01 19:00,20.6,94
102,백령도,2020-07-01 20:00,20.1,95
102,백령도,2020-07-01 21:00,19.4,97
102,백령도,2020-07-01 22:00,19.3,99
102,백령도,2020-07-01 23:00,18.8,100
104,북강릉,2020-06-30 01:00,19.6,96
104,북강릉,2020-06-30 02:00,19.6,96
104,북강릉,2020-06-30 03:00,18.3,94
104,북강릉,2020-06-30 04:00,19.7,97
104,북강릉,2020-06-30 05:00,19.8,97
104,북강릉,2020-06-30 06:00,19,97
104,북강릉,2020-06-30 07:00,18.6,96
104,북강릉,2020-06-30 08:00,18.6,97
104,북강릉,2020-06-30 09:00,18.9,97
104,북강릉,2020-06-30 10:00,19.3,97
104,북강릉,2020-06-30 11:00,19.3,97
104,북강릉,2020-06-30 12:00,18.8,97
104,북강릉,2020-06-30 13:00,18.7,97
104,북강릉,2020-06-30 14:00,18.8,97
104,북강릉,2020-06-30 15:00,18.3,97
104,북강릉,2020-06-30 16:00,18,97
104,북강릉,2020-06-30 17:00,17.3,96
104,북강릉,2020-06-30 18:00,17.2,96
104,북강릉,2020-06-30 19:00,17.1,96
104,북강릉,2020-06-30 20:00,17,97
104,북강릉,2020-06-30 21:00,16.8,96
104,북강릉,2020-06-30 22:00,16.6,96
104,북강릉,2020-06-30 23:00,16.2,96
104,북강릉,2020-07-01 00:00,16,95
104,북강릉,2020-07-01 01:00,16.1,95
104,북강릉,2020-07-01 02:00,16.3,93
104,북강릉,2020-07-01 03:00,16.3,92
104,북강릉,2020-07-01 04:00,16.4,89
104,북강릉,2020-07-01 05:00,16.3,91
104,북강릉,2020-07-01 06:00,16.1,94
104,북강릉,2020-07-01 07:00,16,96
104,북강릉,2020-07-01 08:00,16.4,95
104,북강릉,2020-07-01 09:00,17.1,90
104,북강릉,2020-07-01 10:00,17.9,88
104,북강릉,2020-07-01 11:00,19.7,78
104,북강릉,2020-07-01 12:00,20.1,78
104,북강릉,2020-07-01 13:00,21.9,66
104,북강릉,2020-07-01 14:00,21.3,73
104,북강릉,2020-07-01 15:00,22.7,65
104,북강릉,2020-07-01 16:00,23.1,58
104,북강릉,2020-07-01 17:00,20.9,68
104,북강릉,2020-07-01 18:00,22.3,63
104,북강릉,2020-07-01 19:00,21.7,71
104,북강릉,2020-07-01 20:00,19,83
104,북강릉,2020-07-01 21:00,19.1,80
104,북강릉,2020-07-01 22:00,19.4,74
104,북강릉,2020-07-01 23:00,17.5,85
105,강릉,2020-06-30 01:00,20.8,95
105,강릉,2020-06-30 02:00,19.8,92
105,강릉,2020-06-30 03:00,19.3,95
105,강릉,2020-06-30 04:00,20.4,99
105,강릉,2020-06-30 05:00,20.3,99
105,강릉,2020-06-30 06:00,19.7,98
105,강릉,2020-06-30 07:00,19.1,98
105,강릉,2020-06-30 08:00,19.5,100
105,강릉,2020-06-30 09:00,19.8,100
105,강릉,2020-06-30 10:00,20.4,100
105,강릉,2020-06-30 11:00,20.2,100
105,강릉,2020-06-30 12:00,19.9,98
105,강릉,2020-06-30 13:00,19.6,97
105,강릉,2020-06-30 14:00,19.3,99
105,강릉,2020-06-30 15:00,18.9,99
105,강릉,2020-06-30 16:00,18.8,98
105,강릉,2020-06-30 17:00,18.2,98
105,강릉,2020-06-30 18:00,17.8,98
105,강릉,2020-06-30 19:00,17.8,98
105,강릉,2020-06-30 20:00,17.6,98
105,강릉,2020-06-30 21:00,17.5,98
105,강릉,2020-06-30 22:00,17.3,98
105,강릉,2020-06-30 23:00,17,98
105,강릉,2020-07-01 00:00,16.8,96
105,강릉,2020-07-01 01:00,16.9,96
105,강릉,2020-07-01 02:00,17,94
105,강릉,2020-07-01 03:00,16.9,94
105,강릉,2020-07-01 04:00,17.1,91
105,강릉,2020-07-01 05:00,17.1,91
105,강릉,2020-07-01 06:00,16.8,94
105,강릉,2020-07-01 07:00,16.8,96
105,강릉,2020-07-01 08:00,16.9,97
105,강릉,2020-07-01 09:00,17.7,96
105,강릉,2020-07-01 10:00,18.3,93
105,강릉,2020-07-01 11:00,19.4,90
105,강릉,2020-07-01 12:00,20,88
105,강릉,2020-07-01 13:00,22.5,72
105,강릉,2020-07-01 14:00,22.2,70
105,강릉,2020-07-01 15:00,23,67
105,강릉,2020-07-01 16:00,24.2,62
105,강릉,2020-07-01 17:00,23,64
105,강릉,2020-07-01 18:00,23.1,64
105,강릉,2020-07-01 19:00,23.4,63
105,강릉,2020-07-01 20:00,21.2,77
105,강릉,2020-07-01 21:00,19.6,84
105,강릉,2020-07-01 22:00,19.2,83
105,강릉,2020-07-01 23:00,18.8,83
106,동해,2020-06-30 01:00,18.6,98
106,동해,2020-06-30 02:00,18.3,98
106,동해,2020-06-30 03:00,19.5,98
106,동해,2020-06-30 04:00,19.2,99
106,동해,2020-06-30 05:00,18.9,99
106,동해,2020-06-30 06:00,18.8,99
106,동해,2020-06-30 07:00,19.2,99
106,동해,2020-06-30 08:00,19.5,99
106,동해,2020-06-30 09:00,19.6,99
106,동해,2020-06-30 10:00,19.8,99
106,동해,2020-06-30 11:00,19.7,99
106,동해,2020-06-30 12:00,20,99
106,동해,2020-06-30 13:00,19,98
106,동해,2020-06-30 14:00,18.8,98
106,동해,2020-06-30 15:00,18.6,97
106,동해,2020-06-30 16:00,18.4,96
106,동해,2020-06-30 17:00,17.9,95
106,동해,2020-06-30 18:00,17.3,95
106,동해,2020-06-30 19:00,17,95
106,동해,2020-06-30 20:00,16.8,95
106,동해,2020-06-30 21:00,16.7,95
106,동해,2020-06-30 22:00,16.5,94
106,동해,2020-06-30 23:00,16.5,95
106,동해,2020-07-01 00:00,16.3,95
106,동해,2020-07-01 01:00,16.2,93
106,동해,2020-07-01 02:00,16.3,93
106,동해,2020-07-01 03:00,16.5,90
106,동해,2020-07-01 04:00,16.6,89
106,동해,2020-07-01 05:00,16.6,87
106,동해,2020-07-01 06:00,16.5,88
106,동해,2020-07-01 07:00,16.4,90
106,동해,2020-07-01 08:00,16.2,94
106,동해,2020-07-01 09:00,17.1,88
106,동해,2020-07-01 10:00,17.3,88
106,동해,2020-07-01 11:00,18.5,80
106,동해,2020-07-01 12:00,19.8,75
106,동해,2020-07-01 13:00,21.9,68
106,동해,2020-07-01 14:00,21.2,68
106,동해,2020-07-01 15:00,20.9,70
106,동해,2020-07-01 16:00,20.8,69
106,동해,2020-07-01 17:00,20.1,74
106,동해,2020-07-01 18:00,20.6,70
106,동해,2020-07-01 19:00,20.2,72
106,동해,2020-07-01 20:00,19.4,74
106,동해,2020-07-01 21:00,19,74
106,동해,2020-07-01 22:00,17.7,84
106,동해,2020-07-01 23:00,16.5,91
108,서울,2020-06-30 01:00,19.6,93
108,서울,2020-06-30 02:00,19.2,94
108,서울,2020-06-30 03:00,19.2,92
108,서울,2020-06-30 04:00,18.8,94
108,서울,2020-06-30 05:00,18.5,95
108,서울,2020-06-30 06:00,18.5,96
108,서울,2020-06-30 07:00,18.7,95
108,서울,2020-06-30 08:00,19,95
108,서울,2020-06-30 09:00,19.4,95
108,서울,2020-06-30 10:00,19.9,92
108,서울,2020-06-30 11:00,20.6,83
108,서울,2020-06-30 12:00,21.2,77
108,서울,2020-06-30 13:00,22,75
108,서울,2020-06-30 14:00,22.4,73
108,서울,2020-06-30 15:00,23.1,69
108,서울,2020-06-30 16:00,22.7,66
108,서울,2020-06-30 17:00,22.5,64
108,서울,2020-06-30 18:00,21.7,66
108,서울,2020-06-30 19:00,20.6,72
108,서울,2020-06-30 20:00,20,78
108,서울,2020-06-30 21:00,18.9,84
108,서울,2020-06-30 22:00,18.6,88
108,서울,2020-06-30 23:00,18.7,87
108,서울,2020-07-01 00:00,18.8,85
108,서울,2020-07-01 01:00,18.8,87
108,서울,2020-07-01 02:00,18.7,87
108,서울,2020-07-01 03:00,18.4,86
108,서울,2020-07-01 04:00,18.2,86
108,서울,2020-07-01 05:00,18.2,85
108,서울,2020-07-01 06:00,18.3,89
108,서울,2020-07-01 07:00,18.5,88
108,서울,2020-07-01 08:00,19.1,84
108,서울,2020-07-01 09:00,19.6,84
108,서울,2020-07-01 10:00,21.2,79
108,서울,2020-07-01 11:00,21.6,76
108,서울,2020-07-01 12:00,21.7,75
108,서울,2020-07-01 13:00,21.9,73
108,서울,2020-07-01 14:00,22.5,72
108,서울,2020-07-01 15:00,23.4,69
108,서울,2020-07-01 16:00,23.9,69
108,서울,2020-07-01 17:00,24.3,68
108,서울,2020-07-01 18:00,24.1,70
108,서울,2020-07-01 19:00,23.7,71
108,서울,2020-07-01 20:00,23,75
108,서울,2020-07-01 21:00,22.3,78
108,서울,2020-07-01 22:00,21.8,80
108,서울,2020-07-01 23:00,21.3,82
112,인천,2020-06-30 01:00,19.6,98
112,인천,2020-06-30 02:00,18.9,99
112,인천,2020-06-30 03:00,18.8,98
112,인천,2020-06-30 04:00,18.6,100
112,인천,2020-06-30 05:00,18.7,100
112,인천,2020-06-30 06:00,18.7,100
112,인천,2020-06-30 07:00,18.5,100
112,인천,2020-06-30 08:00,18.6,100
112,인천,2020-06-30 09:00,18.6,99
112,인천,2020-06-30 10:00,18.7,96
112,인천,2020-06-30 11:00,19.6,87
112,인천,2020-06-30 12:00,20.1,84
112,인천,2020-06-30 13:00,20.8,79
112,인천,2020-06-30 14:00,21.4,72
112,인천,2020-06-30 15:00,21.6,68
112,인천,2020-06-30 16:00,21.6,66
112,인천,2020-06-30 17:00,21.7,68
112,인천,2020-06-30 18:00,20.3,84
112,인천,2020-06-30 19:00,19.6,86
112,인천,2020-06-30 20:00,18.5,93
112,인천,2020-06-30 21:00,18.7,87
112,인천,2020-06-30 22:00,18.7,94
112,인천,2020-06-30 23:00,19,93
112,인천,2020-07-01 00:00,19.3,92
112,인천,2020-07-01 01:00,19.4,86
112,인천,2020-07-01 02:00,19.4,82
112,인천,2020-07-01 03:00,18.9,86
112,인천,2020-07-01 04:00,18.6,87
112,인천,2020-07-01 05:00,18.6,89
112,인천,2020-07-01 06:00,18.8,89
112,인천,2020-07-01 07:00,19.4,84
112,인천,2020-07-01 08:00,19.9,82
112,인천,2020-07-01 09:00,19.7,86
112,인천,2020-07-01 10:00,19.8,81
112,인천,2020-07-01 11:00,20.5,85
112,인천,2020-07-01 12:00,21.1,74
112,인천,2020-07-01 13:00,22.4,67
112,인천,2020-07-01 14:00,22.4,74
112,인천,2020-07-01 15:00,22.8,71
112,인천,2020-07-01 16:00,22.5,75
112,인천,2020-07-01 17:00,21.8,84
112,인천,2020-07-01 18:00,21.5,88
112,인천,2020-07-01 19:00,21.6,86
112,인천,2020-07-01 20:00,21.4,90
112,인천,2020-07-01 21:00,21.2,91
112,인천,2020-07-01 22:00,21.1,89
112,인천,2020-07-01 23:00,21.2,88
114,원주,2020-06-30 01:00,19.9,85
114,원주,2020-06-30 02:00,19.7,85
114,원주,2020-06-30 03:00,19.8,81
114,원주,2020-06-30 04:00,20.2,74
114,원주,2020-06-30 05:00,20.7,74
114,원주,2020-06-30 06:00,20,84
114,원주,2020-06-30 07:00,20,85
114,원주,2020-06-30 08:00,20.1,79
114,원주,2020-06-30 09:00,21,74
